会社名,住所,電話番号
お好み焼 鉄板焼 じょい,兵庫県西宮市 津門稲荷町12-13,0798-23-4164
ビゴの店 甲陽園店,兵庫県西宮市 甲陽園本庄町9-17,0798-71-0013
ゆう庵,兵庫県西宮市 柳本町1-19-101,0798-73-0217
味菜創作 元,兵庫県西宮市 今津二葉町1-20,0798-33-5837
喜多屋,兵庫県西宮市 今津山中町7-2,0798-23-3888
関寿庵 本店,兵庫県西宮市 今津出在家町3-3,0798-32-3039
八角楼,兵庫県西宮市 津門稲荷町8-8,0798-35-5677
今昔庵,兵庫県西宮市 甲東園2-11-25,0798-51-5393
喜田商店,兵庫県西宮市 鳴尾町2-25-28,0798-47-4104
ぎゅう道楽,兵庫県西宮市 津門稲荷町11-19,0798-36-9398
まん座,兵庫県西宮市 津門稲荷町5-3,0798-35-7137
エビスヤ小松商店,兵庫県西宮市 馬場町2-23 101,0798-34-0828
貴味蛸,兵庫県西宮市 羽衣町7-38 107,0798-22-2102
xuxu,兵庫県西宮市 甲子園八番町6-2,0798-41-3148
串たな,兵庫県西宮市 小松西町1-1-2,0798-40-5685
Busy Bee Cafe,兵庫県西宮市 南昭和町9-12,0798-68-1933
甲東軒,兵庫県西宮市 甲東園1-1-14,0798-52-7311
居酒屋みわ,兵庫県西宮市 甲子園網引町6-5,0798-41-4456
まるまん,兵庫県西宮市 鳴尾町3-4-10,0798-41-1923
とりしん,兵庫県西宮市 甲子園八番町6-14,0798-41-6733
ほっこり亭 武庫川本店,兵庫県西宮市 小松南町1-7-8,0798-49-7144
家庭料理おさる,兵庫県西宮市 甲子園浦風町18-17,0798-48-4122
GARDEN CAFE BRASIL,兵庫県西宮市 甲子園五番町17-19,0798-49-3320
イッツ 鳴尾,兵庫県西宮市 里中町3-6-7,0798-43-0369
らーめん まこと屋 武庫川店,兵庫県西宮市 甲子園一番町11-15,0798-56-8151
Hamburger ＆ grill Flowers,兵庫県西宮市 南越木岩町8-13-103,0798-31-6965
和どころ拓,兵庫県西宮市 今津山中町12-40,0798-36-3477
台湾料理 琥珀,兵庫県西宮市 甲子園七番町2-6,0798-46-0589
らあ麺と餃子のお店 たか和,兵庫県西宮市 上ケ原三番町5-53,0798-24-1323
珈琲香房,兵庫県西宮市 津門呉羽町2-11,0798-23-4930
伸 甲子園店,兵庫県西宮市 甲子園七番町13-7,0798-49-7088
幸醤樓,兵庫県西宮市 鳴尾町5-4-17,0798-46-2645
一番,兵庫県西宮市 津門呉羽町1-34,0798-34-6780
石○寿し,兵庫県西宮市 上大市1-11-6,0798-52-5622
甲陽園 喜庵,兵庫県西宮市 甲陽園西山町1-53,0798-72-9822
cafe＆bar 15 Fifteen,兵庫県西宮市 今津山中町9-18,0798-32-1005
petal,兵庫県西宮市 鳴尾町3-1-6,0798-40-2226
お食事処 ちどり,兵庫県西宮市 鳴尾町1-10-15,0798-48-2325
鉄板焼きど,兵庫県西宮市 津門住江町5-14,0798-26-0771
ロッタパラソル安来晃,兵庫県西宮市 甲子園洲鳥町7-1,0798-41-5565
鮨季節料理 葵,兵庫県西宮市 羽衣町4-23-105,0798-22-1588
ひさし屋,兵庫県西宮市 川西町1-16,0798-23-1178
たこぼう 甲子園本店,兵庫県西宮市 甲子園八番町6-12,0798-56-7075
旬菜 倭心 Washin,兵庫県西宮市 松下町1-9,0798-34-2223
ナマステ インディア 夙川店,兵庫県西宮市 屋敷町22-23,0798-34-5355
寿司 結,兵庫県西宮市 川西町8-24,0798-34-6633
トラットリア ダ ゴイーノ,兵庫県西宮市 甲風園1-12-12,0798-64-5011
ラーメン荘 これが好きだから,兵庫県西宮市 津門稲荷町5-3,0798-24-1730
Little Lanka,兵庫県西宮市 山口町船坂1380-1,078-595-8727
かみくら,兵庫県西宮市 鳴尾浜1-1-3,0798-44-4501
バルンバルン,兵庫県西宮市 甲子園六番町15-20,0798-43-6620
甲子苑,兵庫県西宮市 甲子園七番町20-14,0798-41-4646
辰ちゃん,兵庫県西宮市 甲子園洲鳥町4-15,0798-47-1477
えんむすび,兵庫県西宮市 甲子園洲鳥町4-26,0798-42-8546
コメダ珈琲店 甲子園駅前店,兵庫県西宮市 甲子園七番町1-27,0798-44-1616
Sarukin800,兵庫県西宮市 小松南町1-6-10,0798-56-7058
ぜんの,兵庫県西宮市 鳴尾町1-13-2,0798-47-2890
たこ正 本店,兵庫県西宮市 甲風園1-6-9,0798-65-9555
和風焼肉 牛倭心伝,兵庫県西宮市 今津水波町5-27,0798-23-3778
酒バル YASU,兵庫県西宮市 能登町4-2,0798-64-9993
焼肉 金剛苑,兵庫県西宮市 中須佐町8-17,0798-23-1920
アルコバレーノ,兵庫県西宮市 甲子園六番町5-3,0798-46-5222
日の出商店,兵庫県西宮市 甲子園網引町5-8,0798-81-3789
焼肉 ホルモン 門樹,兵庫県西宮市 津門呉羽町1-1,0798-34-3319
まつしま,兵庫県西宮市 今津上野町3-14,0798-33-3943
かかしや,兵庫県西宮市 津門大箇町10-15,0798-33-2827
紀八,兵庫県西宮市 能登町14-60,0798-70-1817
味平,兵庫県西宮市 甲子園九番町14-1,0798-40-0327
ビリオン 珈琲 西宮甲武店,兵庫県西宮市 上大市5-12-15,0798-42-8848
びっくりドンキー 西宮今津店,兵庫県西宮市 今津出在家町8-27,0798-38-1556
ユンタンカフェ,兵庫県西宮市 甲子園五番町1-27,0798-40-6230
Boasorte,兵庫県西宮市 津門大塚町7-30,0798-36-8606
hen鶏 ながら,兵庫県西宮市 甲子園五番町15-14,0798-48-0436
江戸前 すし 牧野,兵庫県西宮市 津門綾羽町1-26,0798-26-7274
ひので,兵庫県西宮市 甲子園五番町15-14,0798-42-7918
牛萬本店,兵庫県西宮市 小松西町1-1-23,0798-45-8886
デリ カフェ はな,兵庫県西宮市 小松東町3-9-18,0798-81-5259
pokottacafe,兵庫県西宮市 甲子園網引町4-20,0798-55-4373
武庫女＋内野家 華SAKU,兵庫県西宮市 鳴尾町1-3-33,0798-40-0240
中華そば 牡丹 西宮店,兵庫県西宮市 櫨塚町3-4-101,0798-78-3400
味楽,兵庫県西宮市 今津久寿川町12-80,0798-23-1430
てんぷら広場 食道,兵庫県西宮市 津門呉羽町3-41,0798-61-2143
みつや,兵庫県西宮市 津門稲荷町5-28,0798-35-5794
酒菜 りつ,兵庫県西宮市 甲子園網引町6-1,0798-47-3366
ハリパリワール 今津店,兵庫県西宮市 今津水波町1-9,0798-26-2851
イル・プリモ,兵庫県西宮市 学文殿町2-7-17,0798-48-0155
スターキッチン,兵庫県西宮市 甲子園八番町6-17,0798-41-1736
スターバックスコーヒー 阪神甲子園駅前店,兵庫県西宮市 甲子園高潮町4-3,0798-44-3931
CAFE DE Phrase,兵庫県西宮市 段上町6-17-6,0798-57-1571
珈琲屋ドリーム,兵庫県西宮市 甲風園1-12-12,0798-65-9078
鳥屋十五夜,兵庫県西宮市 若草町1-2-18,0798-45-5700
生春巻き＆アジアンごはん Tinker,兵庫県西宮市 池田町7-9,0798-55-7473
まごころ料理とお酒 はるちゃん,兵庫県西宮市 津門住江町5-13,0798-27-7073
スターバックスコーヒー 関西学院大学店,兵庫県西宮市 上ケ原一番町1-155,0798-57-2280
cafe shin,兵庫県西宮市 甲陽園本庄町9-2,0798-71-3550
和味旬彩 喜喜,兵庫県西宮市 甲子園五番町1-4,0798-40-0777
呑み処 まあてぃん,兵庫県西宮市 鳴尾町3-1-8,0798-49-1010
hana hana HANARE,兵庫県西宮市 今津水波町4-21,0798-26-2700
山竹,兵庫県西宮市 甲子園四番町1-18,0798-48-1400
SMILE,兵庫県西宮市 東鳴尾町1-3-29,0798-46-4760
楽が来,兵庫県西宮市 里中町2-4-15,0798-41-7699
Liberta,兵庫県西宮市 今津二葉町1-20,0798-61-2696
レサンス． ベー,兵庫県西宮市 段上町1-13-8,0798-51-7717
さかい珈琲 武庫川店,兵庫県西宮市 高須町1-1-52,0798-39-7508
スシロー 西宮鳴尾町店,兵庫県西宮市 鳴尾町2-26-17,0798-41-5003
立呑みゆ〜すけ,兵庫県西宮市 池田町1-15,0798-22-8020
とりふく,兵庫県西宮市 里中町3-11-17,0798-45-1114
tea room Iris,兵庫県西宮市 五月ケ丘4-12,0798-71-9664
焼鳥 きよ鳥,兵庫県西宮市 甲子園網引町6-6,0798-48-1105
Nu cafe,兵庫県西宮市 湯元町4-7,0798-70-3060
たこ松,兵庫県西宮市 里中町3-11-19,0798-81-3969
鮨 稲荷 たけ屋,兵庫県西宮市 学文殿町2-7-21,0798-39-8676
Cocktail’s ORANGE,兵庫県西宮市 甲陽園本庄町8-18,0798-72-6444
reve de blanc,兵庫県西宮市 山口町下山口1650-106,078-903-0622
炭火焼き鳥 光炭,兵庫県西宮市 甲子園春風町4-7,0798-56-8116
たこ焼き あじへい,兵庫県西宮市 鳴尾町5-7-23,0798-81-5139
しゃぶ葉 西宮津門店,兵庫県西宮市 津門大箇町10-7,0798-37-2052
バーミヤン 西宮北口店,兵庫県西宮市 芦原町9-27,0798-62-9810
バーミヤン 西宮今津店,兵庫県西宮市 津門住江町13-28,0798-38-0480
狸goten,兵庫県西宮市 南越木岩町8-18 1F,0798-75-0085
三田屋 西宮北インター店,兵庫県西宮市山口町下山口1-3-1,078-904-1111
京‐KEI‐,兵庫県西宮市南越木岩町7-17 2F,0798-75-4720
芦屋天がゆ 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2 4F,0798-65-7727
串膳,兵庫県西宮市今在家町1-4 早川ビル,0798-26-3443
結津庵,兵庫県西宮市今津水波町2-2-302,0798-27-6064
餃子の王将 西宮北インター店,兵庫県西宮市山口町名来1-13-43,078-904-3047
酒菜や つねはる,兵庫県西宮市六湛寺町12-10 1F,070-5045-9426
暖だん,兵庫県西宮市大井手町2-9 1F,0798-74-8755
夢庵 西宮神楽店,兵庫県西宮市神楽町11-11 ネーピア 夙川,0570-028-003
どうとんぼり神座 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2 4F,0798-31-0568
鮨 和顔,兵庫県西宮市樋之池町3-8 1F,0798-78-3000
numero Cinco,兵庫県西宮市樋之池町4-25 2F,090-1717-0050
ALOHA CAFE Pineapple 西宮山口店,兵庫県西宮市山口町名来1-12-17,078-903-3888
炙りもつ鍋 つやつ屋,兵庫県西宮市戸田町6-30 2F,0798-42-7898
鮨割烹 汐,兵庫県西宮市長田町1-15 1F,0798-56-8547
燈,兵庫県西宮市南昭和町10-10 2F,0798-63-6377
BLU CHIARO（ブル キアーロ）,兵庫県西宮市樋之池町3-9 1F,0798-56-9461
吉里,兵庫県西宮市 山口町下山口1-7-9,078-903-0685
BAR nido,兵庫県西宮市山口町下山口5-1-4,050-8883-8310
焼き鳥 たくみ,兵庫県西宮市 甲子園口2-1-6,0798-64-5632
珈琲館初音屋,兵庫県西宮市 津門川町12-13,0798-35-9961
スターバックスコーヒー エビスタ西宮店,兵庫県西宮市 田中町1-6 エビスタ西宮,0798-37-1533
ムレスナ ティーハウス,兵庫県西宮市 上甲子園1-1-31,0798-48-6060
居酒屋 たつみ,兵庫県西宮市 甲子園口2-1-32,0798-66-8501
縁ぐち,兵庫県西宮市 甲子園口3-9-16,0798-63-5158
ぎゅんた,兵庫県西宮市 上甲子園3-2-18,0798-41-7648
お好み焼きごんちゃん,兵庫県西宮市 甲子園口2-24-27,0798-63-0502
さくらんぼ,兵庫県西宮市 中屋町11-15 S-102,0798-74-1621
たぬき,兵庫県西宮市 津門川町10-15,0798-26-5416
とんQ,兵庫県西宮市 甲子園口3-17-5,0798-65-6557
神戸牛倶楽部 丸山,兵庫県西宮市 山口町上山口4-1-1,078-903-6566
味楽 山口店,兵庫県西宮市 山口町名来2-1-23,078-903-1788
新香園,兵庫県西宮市 与古道町3-15,0798-23-4251
いづみ屋,兵庫県西宮市 津門川町9-6,0798-34-6176
猿蟹合戦,兵庫県西宮市 山口町名来1-7-33,078-904-2188
モスバーガー西宮北インター店,兵庫県西宮市 山口町下山口2-1-4,078-904-2771
竹八鮨,兵庫県西宮市 甲子園口6-15-12,0798-66-0888
幸寿し,兵庫県西宮市 甲子園口3-4-2,0798-66-5439
弥生寿司,兵庫県西宮市 小曽根町2-1-26,0798-46-6929
ジョイフル 西宮山口店,兵庫県西宮市 山口町上山口2-8-6,078-907-3822
レストラン シェ タンバ,兵庫県西宮市 山口町上山口2-29-6,078-903-0218
秀,兵庫県西宮市 上甲子園1-1-1,0798-42-2855
JAGAT MAHAL,兵庫県西宮市 山口町名来2-1-21,078-903-3522
ザめしや 上甲子園店,兵庫県西宮市 上甲子園5-2-6,0798-36-5241
貧頭 本店,兵庫県西宮市 小曽根町4-6-10,0798-46-9727
喫茶 アルム,兵庫県西宮市 山口町名来2-6-28,078-903-0759
カフェ トム トム,兵庫県西宮市 六湛寺町12-12,0798-35-9922
喫茶みさ,兵庫県西宮市 津門川町5-16,0798-35-9926
トップコーヒー,兵庫県西宮市 上甲東園3-9-1,0798-52-7481
喫茶 トピック,兵庫県西宮市 上甲子園5-1-1,0798-23-4029
メイト,兵庫県西宮市 上甲子園4-2-8,0798-35-5365
北海ラーメンすすき野 西宮アクタ店,兵庫県西宮市 北口町1 西館1F,0798-66-4566
味噌Barサブチャンズ,兵庫県西宮市 甲子園口3-3-17,0798-66-6019
美味し鶏処 一心,兵庫県西宮市 甲子園口2-7-1,0798-69-1710
めしや食堂 西宮北店,兵庫県西宮市 山口町下山口3-2-15,078-903-6461
闇市 甲子園口店,兵庫県西宮市 甲子園口2-15-33,0798-62-4929
Sagarmatha Namaste,兵庫県西宮市 中前田町7-30 ハイツエレガンス,0798-34-3255
アストラーレ,兵庫県西宮市 甲子園口3-4-20,0798-64-8566
花やしき,兵庫県西宮市 甲子園口2-3-4,0798-64-5706
月うさぎ,兵庫県西宮市 六湛寺町2-1,0798-22-2283
和みらーめん 甲子園口店,兵庫県西宮市 甲子園口3-17-5,0798-63-7532
kitchen リプル,兵庫県西宮市 津門大箇町8-6-101,0798-26-5678
cafe COCORO,兵庫県西宮市 山口町名来1-13-47,078-903-5960
Bar WHOOP,兵庫県西宮市 大井手町2-8 B1,0798-70-3040
とり花 甲子園口店,兵庫県西宮市 甲子園口3-10-12,0798-64-8720
Snugly,兵庫県西宮市 甲子園口2-5-4,0798-62-3133
CAFE’S HOUSE NICCO,兵庫県西宮市 甲子園口2-25-39,0798-66-5750
アンコール,兵庫県西宮市 甲子園口2-24-27,0798-67-1506
Ristrante Pizzeria 仁木家,兵庫県西宮市 山口町上山口4-16-32,078-903-3990
Cafe Rio,兵庫県西宮市 甲子園口3-10-13,0798-64-5971
海鮮ダイニング すえの,兵庫県西宮市 与古道町3-3,0798-77-3334
葛城,兵庫県西宮市 馬場町6-1 2F,0798-33-1963
居酒屋へそや,兵庫県西宮市 山口町下山口1-10-20,078-903-2886
グラン,兵庫県西宮市 上甲東園1-4-32,0798-54-0663
らあめん 力丸,兵庫県西宮市 上甲子園3-5-30,0798-40-8008
創作居酒屋 春夏秋冬,兵庫県西宮市 戸田町6-17 1F,0798-36-7695
味包,兵庫県西宮市 甲子園口3-16-16,0798-67-1558
鉄板焼 笑,兵庫県西宮市 山口町下山口1-8-22,078-903-0956
猫の「ひなたぼっこ」,兵庫県西宮市 甲子園口2-7-3,0798-67-0699
Chicken Bar,兵庫県西宮市 甲子園口3-9-14,0798-66-1553
BUNDY BEANS,兵庫県西宮市 石刎町16-20 1F,0798-77-0373
洋食とワインのお店 土筆苑,兵庫県西宮市 高松町11-2 1F,0798-65-3366
寿し政,兵庫県西宮市 甲子園口6-18-18,0798-65-5015
そば太鼓亭 西宮山口店,兵庫県西宮市 山口町下山口3-2-20,078-907-3588
スターバックスコーヒー ビエラ甲子園口店,兵庫県西宮市 甲子園口2-1-37,0798-65-6825
プラス オモ ギャラリー,兵庫県西宮市 甲子園口2-24-18,0798-20-5303
しぇからしか 西宮北店,兵庫県西宮市 山口町名来2-1-22,078-597-6388
フクモナ,兵庫県西宮市 山口町下山口3-5-14,078-907-6965
蕎麦酒屋 ぜんぜん,兵庫県西宮市 甲子園口3-17-18,0798-68-5855
ラブリック,兵庫県西宮市 甲子園口3-29-10,0798-31-0269
だしと麺,兵庫県西宮市 山口町上山口2-7-10,078-907-5580
どんぶりスタジアム 西宮北インター店,兵庫県西宮市 山口町下山口3-12-20,078-903-2882
山ちゃん,兵庫県西宮市 里中町3-6-13 101,0798-47-8356
贔だしや,兵庫県西宮市 城ヶ堀町2-12,0798-22-8807
YAMAZAKI,兵庫県西宮市 寿町3-13 山手ビル,0798-33-5510
銀衛見,兵庫県西宮市 山口町下山口3-12-20,078-907-1795
四季彩料理 なごみ,兵庫県西宮市 南越木岩町8-13 2F,0798-70-5820
満麺の笑み,兵庫県西宮市 与古道町3-16,0798-61-5566
LEGO,兵庫県西宮市 西福町4-10 1F,0798-66-7117
チャイナダイニング イフウドウドウ,兵庫県西宮市 上甲子園3-2-12,0798-49-8080
piatto match,兵庫県西宮市 甲子園口2-6-21,0798-31-6763
スーリアン,兵庫県西宮市 甲子園口3-4-7,0798-61-2861
天麩羅えびのや エビスタ西宮店,兵庫県西宮市 田中町1-6 エビスタ西宮,0798-32-0077
揚げたて天ぷら たまき,兵庫県西宮市 甲子園口2-3-31,0798-81-5555
談 DAN,兵庫県西宮市 甲子園口2-5-9,0798-64-3868
焼鳥居酒屋 吉鳥 甲子園口店,兵庫県西宮市 甲子園口3-3-17,0798-42-8820
麺や 白ぼし,兵庫県西宮市 甲子園口2-3-32,0798-66-3345
炭火焼肉・石焼ビビンバ 勝っちゃん 西宮店,兵庫県西宮市 宮前町1-14 2F,0798-33-5129
アリスとアンディ,兵庫県西宮市 山口町上山口4-16-3,078-907-1501
プーの家,兵庫県西宮市 甲子園口2-4-32,0798-31-2321
酒楽家 万笑,兵庫県西宮市 高松町10-25 2F,0798-68-2424
駱駝屋珈琲店,兵庫県西宮市 与古道町2-34,0798-23-1772
滕王閣,兵庫県西宮市 樋之池町2-33 2F,0798-56-9882
ジャンボハイボール酒場 今津駅前店,兵庫県西宮市 津門川町12-15,0798-31-7747
苦楽園中華 マルベリー,兵庫県西宮市 石刎町18-13 1F,0798-31-1232
お料理 三弦,兵庫県西宮市 相生町11-9 1F,0798-75-1223
心喜鶏趣 炭平,兵庫県西宮市 市庭町8-26 1F,0798-56-7939
Bento cafe garage,兵庫県西宮市 樋之池町3-12 1F,050-8881-0056
金沢まいもん寿司 夙川グリーンプレイス店,兵庫県西宮市 大谷町7-3 E棟,0798-36-1144
Lunch＆Bar Cha・Cha,兵庫県西宮市 寿町1-24 1F,0798-26-7715
江戸前うなぎ かわ祥 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2-421 4F,0798-66-8181
すき焼き・しゃぶしゃぶ すみれ 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2-421 4F,0798-66-0029
NADI,兵庫県西宮市松籟荘7-21 ニューコーベビル2F,0798-52-7080
三田屋 金仙寺湖畔DC,兵庫県西宮市山口町金仙寺釜ヶ尾1681,078-903-2333
万両,兵庫県西宮市松下町1-9 マンション香枦園,0798-22-3112
お好み焼き 清十郎 阪急西宮ガーデンズ店,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ,0798-31-7333
廣東料理 水蓮月 西宮ガーデンズ店,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ,0798-39-8001
西宮で貸切宴会＆テラス飲み会 レストラン カプリシカ,兵庫県西宮市甲風園1-4-15 2F,0798-66-5399
焼鳥と石窯ピッツァ サナカ 西宮北口店,兵庫県西宮市甲風園1-7-5 1F,0798-56-7332
ぎをん椿庵 ららぽーと甲子園店,兵庫県西宮市甲子園八番町1-100 2F,0798-42-3095
食彩のテーブル 阪急西宮ガーデンズ,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ,0798-68-6674
Assiette－Dessert Maruyama,兵庫県西宮市樋之池町27-68 ヒルサイドレーン1F,0798-78-3101
丸福珈琲店 〜阪急西宮ガーデンズ〜,兵庫県西宮市高松町14-2 阪急西宮ガーデンズ,0798-64-2557
牛倭心伝 鳴尾店,兵庫県西宮市鳴尾町1-3-21 3F,0798-81-4445
牛倭心伝 苦楽園店,兵庫県西宮市菊谷町13-21 ナカヤマビル2F,0798-71-5551
スターバックスコーヒー アクタ西宮店,兵庫県西宮市 北口町1-2 タツヲビル2F,0798-69-0686
かんな月,兵庫県西宮市 相生町11-9 クレインビル2F,0798-72-2101
房寿司,兵庫県西宮市 甲東園1-2-32 アーネスト坂田,0798-51-1123
松寿司,兵庫県西宮市 下大市東町17-13,0798-53-0539
よう山,兵庫県西宮市 南越木岩町3-13 アンダンテ1F,0798-71-9008
ダイニング・キノシタ,兵庫県西宮市 越水町2-11 阪急高架下,0798-23-2237
カルメリ,兵庫県西宮市 甲東園3-1-44 2F,0798-52-2276
cafe caho,兵庫県西宮市 染殿町5-3 エスクイーナ西宮101,0798-36-7080
どん,兵庫県西宮市 江上町7-3 カドヤビル1F,0798-26-9024
さち福や 〜阪急西宮ガーデンズ〜,兵庫県西宮市 高松町14-2 阪急西宮ガーデンズ,0798-62-4172
炭火焼肉 まめ牛,兵庫県西宮市 川西町8-24 2F,0798-23-8929
ENOLEA due arte,兵庫県西宮市 寿町5-16 アルテンシンポジオ2F,0798-22-7223
おか田,兵庫県西宮市 和上町1-6 マルシェ西宮101,0798-22-2426
スターバックスコーヒー ららぽーと甲子園店,兵庫県西宮市 甲子園八番町1-100 ららぽーと甲子園,0798-81-6571
フィオーレ,兵庫県西宮市 老松町2-2 パラシオ 1F,0798-70-8123
BLACK HALL BAR,兵庫県西宮市 羽衣町5-23 バートンビル3F,0798-36-8988
ホルモン第一本舗,兵庫県西宮市 中前田町7-31 山下マンション101,0798-22-5931
ダディーズベーカリー,兵庫県西宮市 山口町船坂中垣ノ内90,078-907-3920
いしばし,兵庫県西宮市 南越木岩町7-13 ポニービル2F,0798-71-0666
そしゅうえん,兵庫県西宮市 鳴尾町1-13-19 1F,0798-47-6666
GANDALF,兵庫県西宮市 門戸荘15-3 モンドウェストビル 1F,0798-53-5998
秋初月,兵庫県西宮市 寿町1-24 ローズハイツ夙川,0798-26-1588
川久,兵庫県西宮市 北六甲台1-26-6,078-904-3339
黒王,兵庫県西宮市 鳴尾町1-21-7 ミヤモトマンション,0798-41-1650
茶房 みどり,兵庫県西宮市 六湛寺町10-31,0798-22-3332
串焼きホルモン ドラムKAN,兵庫県西宮市 与古道町6-2 畦地ビル,0798-23-2171
wineshop recork,兵庫県西宮市 羽衣町5-23 バートンビルB1,0798-22-2346
epico,兵庫県西宮市 羽衣町6-1 オード夙川 101,0798-22-3955
手作り料理 たなか,兵庫県西宮市 下大市西町2-17,0798-53-4194
サンライズコーヒー,兵庫県西宮市 松籟荘8-6 アイビーヒルズ甲東園,0798-61-8255
Bistro＆Bar LE66 PLATABLE,兵庫県西宮市 甲風園1-6-11 1F,0798-67-5315
Cafe Lily,兵庫県西宮市 門戸荘9-16 ネオダイキョービル2F,0798-54-2575
ココザイオン,兵庫県西宮市 大谷町1-32 サンライフ大谷103,0798-78-3111
タリーズ コーヒー 阪急西宮北口店,兵庫県西宮市 高松町6-20 阪急西宮北口駅,0798-65-8230
スイートメロディー,兵庫県西宮市 寿町2-23 寿ハイツ102,0798-78-2389
パティスリー Bern 甲子園本店 カフェ,兵庫県西宮市 学文殿町1-8-19 2F,0798-47-4958
中華kitchen れんげ,兵庫県西宮市 中前田町7-31 山下マンション102,0798-31-6331
島寿司,兵庫県西宮市 新甲陽町4-7 コープ甲陽園店,0798-73-7396
博多もつ鍋 徳丸,兵庫県西宮市 中須佐町2-5 1F,0798-34-1615
いきなり！ステーキ ドン・キホーテ西宮店,兵庫県西宮市 六湛寺町1-13,0798-81-3629
和牛焼肉じょーばら,兵庫県西宮市 櫨塚町3-4 グローリービル1F,0798-31-2129
Asian Kitchen PAR 門戸厄神店,兵庫県西宮市 門戸荘15-1 トト・モンド 1F,0798-53-7071
BAR 海豚,兵庫県西宮市 今在家町3-9 J・E・Lビル2F,0798-26-0438
Beer Cafe Barley,兵庫県西宮市 長田町1-15 リバティー2F,0798-65-6135
る主水 るもんど 西宮店,兵庫県西宮市 池田町7-2 カーマエスパッソ1F,0798-39-1110
ピッコラ,兵庫県西宮市 南昭和町9-8 パールビル1F,0798-66-4098
個室居酒屋 くいもの屋わん 西宮北口店,兵庫県西宮市甲風園1-4-11 スワンビル5F,050-1807-8342
海鮮屋台 おくまん 西宮店,兵庫県神戸市中央区六湛寺町2-1,0798-36-6007
くさび,兵庫県西宮市南昭和町10-10 カサマドンナビル3-B1,0798-63-7856
松屋 今津店,兵庫県西宮市今津曙町1-1 エキーマ今津1F,0798-38-8026
チーズ バル 西北チーズ,兵庫県西宮市甲風園1-7-1 カサマドンナビル2F,0798-65-2628
カジュアルダイニング ta,兵庫県西宮市相生町3-33 パルパローレ夙川1F,0798-72-1330
北極星 甲子園プラス店,兵庫県西宮市甲子園町8-15 甲子園プラス 1F,0798-31-2229
大衆 焼肉ホルモン 大松 西宮北口店,兵庫県西宮市甲風園1-7-12 アイエフビル1F,0798-31-6910
炭火焼き鶏 とりかご,兵庫県西宮市和上町1-6 マルシェ西宮1F,0798-36-6262
ハンバーグレストラン 愛志亭,兵庫県西宮市和上町1-6 マルシェ西宮B-1,090-8751-7575
宮崎地鶏炭火焼 よだきんぼ,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル2F,0798-69-4520
鉄板焼工房 まるしげ,兵庫県西宮市高松町10-4 井上ビル2F,0798-31-2458
bar kazu,兵庫県西宮市戸田町6-11 エアリータワーB1,090-5469-7546
大衆酒場 どんがめ 西宮北口店,兵庫県西宮市高松町11-10 シャトレ西宮1F,0798-63-5566
やよい軒 今津店,兵庫県西宮市今津曙町1-1 エキーマ今津1F,0798-38-6506
海鮮肉炉端 ひぐま一家,兵庫県西宮市甲風園1-7-1 カサ・マドンナビル1F,0798-64-3524
親子レストラン＆バル 夙川マール,兵庫県西宮市寿町5-34 ベルコフレ夙川1F,0798-34-2270
サイゼリヤ エビスタ西宮店,兵庫県西宮市田中町1-26 エビスタ西宮1F,0798-38-1020
創作料理 酎父,兵庫県西宮市 下大市東町20-5,0798-54-2426
ちょっと一口の  くらくえん,兵庫県西宮市 南越木岩町2-25 日東ビル1F,0798-71-5850
neu．cafe 苦楽園店,兵庫県西宮市 樋之池町9-12 ファルコ夙川2F,0798-70-2666
ひょうたん,兵庫県西宮市 甲子園口3-10-24 1F,0798-63-8338
おにぎり家一粒 西宮北口店,兵庫県西宮市 北口町1-1 アクタ西宮西館,0798-65-6660
あんしゃん亭,兵庫県西宮市 名次町4-12 むくの木ビル,0798-71-8686
高辰,兵庫県西宮市 北口町1-1 アクタ西宮西館,0798-67-2545
ビストロ ヘンゼルカフェ,兵庫県西宮市 甲子園町3-16 アーバンライフ1F,0798-46-1882
味楽園 夙川店,兵庫県西宮市 羽衣町10-5 アミスタ夙川B1,0798-23-2989
広おか,兵庫県西宮市 甲子園一番町11-17 ユタカビル1F,0798-47-5551
やきとり ゆめのや,兵庫県西宮市 野間町1-10 メゾン門戸1F,0798-63-8068
ヴィヴァルディ,兵庫県西宮市 山口町上山口797-1 エレガントI101,078-904-2006
笹舟倶楽部,兵庫県西宮市 神呪町8-36 スタジオ甲東園1F,0798-20-4653
大阪王将 阪神今津駅前店,兵庫県西宮市 今津曙町1-1 エキーマ今津1F,0798-22-0375
Live＆Kitchen Bar RJ＆BME’S,兵庫県西宮市 甲風園1-6-2 セントラルビル 3F,0798-63-8018
さんれも,兵庫県西宮市 羽衣町7-30 グリーンタウンB1,0798-32-3558
きときと,兵庫県西宮市 下大市東町33-22,0798-53-7585
悠香園,兵庫県西宮市 北口町1 アクタ西宮 西館1F,0798-66-8666
