会社名,住所,電話番号
煮干しらーめん玉五郎 黒門店,大阪府大阪市中央区 日本橋2-4-1,06-6631-0033
コメダ珈琲店 北浜南店,大阪府大阪市中央区 淡路町2-1-1,06-6205-0023
はり重カレーショップ,大阪府大阪市中央区 道頓堀1-9-17,06-6213-4736
はい がってん 北浜本店,大阪府大阪市中央区 道修町2-1-10,06-6203-9555
そらねいろ,大阪府大阪市中央区 南船場3-1-16,06-6244-1670
だいちゃん,大阪府大阪市中央区 日本橋2-7-20,06-6632-8832
カフェ ボーチカ,大阪府大阪市中央区 谷町6-6-10,06-4977-4095
トラジャコーヒー 本町南ガーデンシティ店,大阪府大阪市中央区 北久宝寺町3-6-1,06-6252-1104
まんかい 天満橋店,大阪府大阪市中央区 谷町1-5-9,06-6946-7277
から天、空堀天ぷら飯,大阪府大阪市中央区 谷町6-15-17,06-7181-2047
居酒屋 鰤生,大阪府大阪市中央区 内久宝寺町4-4-3,06-6755-4959
グランデコーヒー,大阪府大阪市中央区 難波千日前12-35,06-6631-0089
今橋,大阪府大阪市中央区 今橋3-2-13,06-6231-4505
好呷,大阪府大阪市中央区 島之内2-6-33,06-6212-1228
魚屋直営海鮮屋台 花道 なんば,大阪府大阪市中央区 千日前2-4-12,06-6644-3303
今なら,大阪府大阪市中央区 谷町6-2-21,06-6765-7300
丸元,大阪府大阪市中央区 千日前1-9-9,06-6211-2298
すし忠,大阪府大阪市中央区 東心斎橋2-5-7,06-6211-0450
望湘楼,大阪府大阪市中央区 宗右衛門町3-11,06-6211-7518
きんぐ,大阪府大阪市中央区 谷町6-3-27,06-6767-8686
杉谷酒店,大阪府大阪市中央区 千日前1-4-20,06-6211-6897
大乃や 青竹庵,大阪府大阪市中央区 島町1-3-5,06-6942-0215
大乃や 天ぷら,大阪府大阪市中央区 島町1-3-5,06-6942-3745
たけ屋,大阪府大阪市中央区 玉造2-18-6,06-6768-7447
元禄寿司 心斎橋店,大阪府大阪市中央区 南船場3-11-1,06-6241-2150
フォークcafebon,大阪府大阪市中央区 道頓堀2-2-2,06-6211-7787
西川鮮魚店,大阪府大阪市中央区 日本橋2-3-4,06-6631-1514
こだん 天満橋,大阪府大阪市中央区 石町2-3-14,06-6910-1169
丑寅,大阪府大阪市中央区 難波千日前15-19,06-6632-7830
蛸にし家,大阪府大阪市中央区 東心斎橋1-9-4,06-6252-1239
サロックながた,大阪府大阪市中央区 日本橋2-10-7,06-6634-8638
パンプルムース,大阪府大阪市中央区 南船場1-9-28,06-6264-1077
カレー屋本舗 カサ・デューク,大阪府大阪市中央区 本町3-2-1,06-6281-8494
牛かつもと村 難波店,大阪府大阪市中央区 難波3-3-1,06-6643-3313
鮓 羽室,大阪府大阪市中央区 心斎橋筋2-6-19,06-6211-1676
The Suite,大阪府大阪市中央区 西心斎橋2-18-18,06-6282-7742
大衆食堂ヒザコシ,大阪府大阪市中央区 北久宝寺町4-2-5,06-7502-6305
べにくらげ,大阪府大阪市中央区 本町橋5-4,06-7710-2698
PROMENADE CAFE クリスタ長堀店,大阪府大阪市中央区 南船場4 クリスタ長堀,06-6282-2153
NAKAO FACTORY WORKS ＆ COFFEE STAND,大阪府大阪市中央区 難波千日前14-5,06-6636-2212
やきとり庭,大阪府大阪市中央区 西心斎橋2-13-3,06-6213-1315
うどん やきとり とびた,大阪府大阪市中央区 島町1-1-1,06-6944-8882
STREAMER COFFEE COMPANY 心斎橋店,大阪府大阪市中央区 西心斎橋1-10-19,06-6252-7088
五郎寿し 本店,大阪府大阪市中央区 東心斎橋2-6-2,06-6211-8758
帰ってきた 宮田麺児,大阪府大阪市中央区 東心斎橋1-13-5,06-6484-6676
夜あけ寿司,大阪府大阪市中央区 東心斎橋2-7-16,06-6211-3666
いとはん,大阪府大阪市中央区 平野町3-1-13,06-6231-0040
Shisha ＆ Cafe Sifr,大阪府大阪市中央区 日本橋2-14-27,06-6567-9900
祇園 金光 寿司,大阪府大阪市中央区 千日前1-5-10,06-4708-3049
DINING あじと,大阪府大阪市中央区 難波千日前4-20,06-6633-0588
はせどん,大阪府大阪市中央区 難波4-6-15,06-6643-2286
マルキン酒店,大阪府大阪市中央区 南新町2-2-1,06-6944-4888
Pisolino,大阪府大阪市中央区 玉造2-25-12,06-6796-7488
彦壱,大阪府大阪市中央区 道頓堀1-7-10,06-6211-9101
海老鶏麺蔵,大阪府大阪市中央区 本町橋7-20,06-6943-1296
島酒飯店 しまんちゅ食堂,大阪府大阪市中央区 内本町2-1-19,06-6946-8515
魚晴,大阪府大阪市中央区 谷町6-3-9,06-6763-1638
龍多風亜,大阪府大阪市中央区 心斎橋筋2-2-32,06-6211-5551
吉次 本町店,大阪府大阪市中央区 瓦町2-3-4,06-6206-5900
スターバックスコーヒー 北心斎橋店,大阪府大阪市中央区 南船場3-11-10,06-6120-9830
ドトールコーヒーショップ 難波店,大阪府大阪市中央区 難波1-8-2,06-6213-2650
蛸家 船場本店,大阪府大阪市中央区 博労町4-6-3,06-6282-9055
おか輪,大阪府大阪市中央区 道頓堀1-8-6,06-6211-2618
空堀 にぎわい寿司,大阪府大阪市中央区 谷町6-3-15,06-6763-4890
ドトールコーヒーショップ 地下鉄淀屋橋駅店,大阪府大阪市中央区 北浜3-6-14,06-6202-7177
肉ざんまい,大阪府大阪市中央区 千日前1-9-21,06-6212-5329
BAR BUDDY,大阪府大阪市中央区 道頓堀1-1-11,06-6212-5689
グラスゴウ食堂,大阪府大阪市中央区 北久宝寺町1-1-1,06-4708-3735
麺や佑,大阪府大阪市中央区 南久宝寺町4-5-15,06-6563-7893
酒膳皿あきんど,大阪府大阪市中央区 東心斎橋2-8-20,06-6211-2325
サカバ イッチ,大阪府大阪市中央区 南船場4-10-2,06-6281-0658
Ramen 辻,大阪府大阪市中央区 鎗屋町1-1-10,06-7178-8377
三豊麺 斬 堺筋店,大阪府大阪市中央区 博労町1-9-12,06-6263-1003
日本酒うなぎだに離れ,大阪府大阪市中央区 東心斎橋1-17-2,06-6245-1504
麺屋ガテンの乱 本町淀屋橋店,大阪府大阪市中央区 平野町3-1-9,06-6201-3945
若狭家難波店,大阪府大阪市中央区 道頓堀1-7-5,06-4708-1750
道頓堀 本家 大たこ,大阪府大阪市中央区 道頓堀1-4-16,06-6211-5223
うお春 su－shi,大阪府大阪市中央区 日本橋2-5-17,06-6644-7711
BAR 風跡,大阪府大阪市中央区 東心斎橋2-3-21,06-6213-3533
お好み焼きしんちゃん,大阪府大阪市中央区 常盤町1-1-2,06-6926-4075
ツリーバー,大阪府大阪市中央区 難波1-5-20,06-6213-4155
新勝太郎,大阪府大阪市中央区 東心斎橋2-5-16,06-6211-7106
とんかつ KATSU 華,大阪府大阪市中央区 北久宝寺町2-2-11,06-6226-8559
シルクロード ウイグルレストラン ムカーム,大阪府大阪市中央区 道頓堀2-2-8,06-6211-8288
健康多国籍料理 ABENO HUB,大阪府大阪市中央区 難波2-3-26,06-6211-0575
こうてい麺 大ちゃん,大阪府大阪市中央区 心斎橋筋2-1-3,06-6213-4488
金龍ラーメン 御堂筋店,大阪府大阪市中央区 難波1-7-13,06-6211-3999
たこ焼き日本一壷心,大阪府大阪市中央区 千日前2-1-2,06-6643-6617
とん正,大阪府大阪市中央区 備後町1-6-6,06-6232-1129
焼きスパ ローマ軒 なんばNANNAN店,大阪府大阪市中央区 難波5 ナンナンタウン11,06-6644-6663
さか町 鳥光,大阪府大阪市中央区 千日前1-8-1,06-6211-6263
ぞうすいの店 ひよこ家,大阪府大阪市中央区 東心斎橋2-4-11,06-6213-9977
よろい,大阪府大阪市中央区 南船場2-1-13,06-6261-1219
Knopp（クノップ）,大阪府大阪市中央区 南船場1-12-27,06-6227-8111
地鶏と酒菜 炭焼すみれ,大阪府大阪市中央区 難波千日前11-4,06-4397-2237
らーめん まこと屋 心斎橋本店,大阪府大阪市中央区 心斎橋筋2-6-16,06-6484-2058
あえたん,大阪府大阪市中央区 東心斎橋2-8-21,06-6211-1973
escap LODGE and ESPRESSO,大阪府大阪市中央区 瓦町1-1-6,06-4963-2718
いこい,大阪府大阪市中央区 西心斎橋1-6-24,06-6252-5656
Cafe Obanzai Bar COLZA,大阪府大阪市中央区 備後町1-4-16,06-7710-7698
Diddley Bow,大阪府大阪市中央区 日本橋2-6-8,06-6631-6644
ノホホンレトロBARハライソ,大阪府大阪市中央区 南船場2-7-20,06-4964-2522
生地,大阪府大阪市中央区 高津1-2-15,06-4304-2888
ぶっこ志,大阪府大阪市中央区 道修町1-5-12,06-6484-5990
ぼっこ志,大阪府大阪市中央区 西心斎橋2-6-10,06-6213-8570
酒家・縁,大阪府大阪市中央区 東心斎橋1-16-7,06-6241-5434
Craft Beer GULP,大阪府大阪市中央区 難波2-4-6,06-6563-7783
かし尾,大阪府大阪市中央区 谷町7-1-48,06-6761-2525
バー酒音 淀屋橋 （バー シュオン ヨドヤバシ）,大阪府大阪市中央区 北浜3-2-16,06-7165-7833
さかえすし 三ッ寺店,大阪府大阪市中央区 東心斎橋2-3-17,06-6213-8211
天満橋の隠れ家食堂 CHEERLY,大阪府大阪市中央区 石町2-3-13,06-6945-5507
PLAUSSIO,大阪府大阪市中央区 東心斎橋1-8-21,06-6252-3303
炭火焼肉 大歓 心斎橋,大阪府大阪市中央区 東心斎橋1-9-12,06-6245-6688
Osteria Cavatappi,大阪府大阪市中央区 谷町6-5-41,06-6767-6700
天満橋 吉安,大阪府大阪市中央区 船越町1-6-1,06-6944-5000
多丸屋,大阪府大阪市中央区 東心斎橋1-6-2,06-6243-6339
神戸つくねや 谷町7丁目劇場,大阪府大阪市中央区 谷町7-4-11,06-6761-7599
RED BAR,大阪府大阪市中央区 南本町3-4-10,06-6244-1444
バー ダローム,大阪府大阪市中央区 北浜3-3-14,06-4706-0101
川名,大阪府大阪市中央区 難波1-1-8,06-6213-5245
タリーズコーヒー大阪城公園駅前店,大阪府大阪市中央区 大阪城3-1,06-6949-2121
ノミスケ,大阪府大阪市中央区 東心斎橋1-18-3,06-6281-0577
CAFE ANNON,大阪府大阪市中央区 難波千日前4-20,06-6631-7441
チョーハンの餃子,大阪府大阪市中央区 東心斎橋2-8-3,06-4708-1115
アパ社長カレー 御堂筋本町駅東店,大阪府大阪市中央区 瓦町2-3-6,06-6226-0177
tamu tamu cafe,大阪府大阪市中央区 日本橋2-18-6,06-6568-9774
シカゴ,大阪府大阪市中央区 難波4-8-9,06-6645-1180
森商店,大阪府大阪市中央区 日本橋1-8-10,06-6211-0087
新魚栄,大阪府大阪市中央区 日本橋1-21-8,06-6636-3335
はまなか,大阪府大阪市中央区 日本橋2-12-22,06-6641-7821
ピザ バー ロコ,大阪府大阪市中央区 難波4-6-8,06-6632-1704
OXYMORON 北浜,大阪府大阪市中央区 北浜1-1-22,06-6227-8544
一豊,大阪府大阪市中央区 道修町4-5-15,06-6484-5243
MOXY Cafe＆Bar モクシー大阪本町,大阪府大阪市中央区 瓦町2-2-9,06-6204-5200
Cafe茶々,大阪府大阪市中央区 船越町2-4-16,06-6944-3466
チカッパ,大阪府大阪市中央区 博労町1-2-1,06-6261-4177
Lien【リアン】,大阪府大阪市中央区 難波4-3-23,06-6641-9155
餃子と唐揚げの酒場。 しんちゃん アメ村店,大阪府大阪市中央区 西心斎橋1-10-17,06-6251-7570
千とせ,大阪府大阪市中央区 難波千日前8-1,06-6633-6861
釜上げうどん 二葉,大阪府大阪市中央区 日本橋2-12-27,06-6641-0940
センピターナル,大阪府大阪市中央区 東心斎橋2-8-23,06-6210-1194
鮨 三心,大阪府大阪市中央区 内久宝寺町2-7-14,06-6767-0677
ビフテキ食堂 ひろ喜,大阪府大阪市中央区 平野町4-6-12,06-6223-6711
たこ焼割烹 たこ昌 道頓堀本店,大阪府大阪市中央区 道頓堀1-4-15,06-6212-3363
博多串焼き バッテンよかとぉ アメリカ村店,大阪府大阪市中央区 西心斎橋2-4-11,06-6213-4910
炭焼TOKI,大阪府大阪市中央区 平野町4-6-6,06-7709-4997
お気軽 天ぷら処 天神,大阪府大阪市中央区 博労町3-4-11,06-6251-2560
焼鳥 祐,大阪府大阪市中央区 瓦屋町3-5-2,06-6777-9898
146 STATE,大阪府大阪市中央区 西心斎橋2-11-14,06-4708-7146
立喰酒場 金獅子 堺筋本町店,大阪府大阪市中央区 南本町1-5-4,06-7709-4836
鳥健 本町店,大阪府大阪市中央区 久太郎町2-6-12,06-6245-2255
STARBUCKS COFFEE 大阪城公園森ノ宮店,大阪府大阪市中央区 大阪城3-9,06-6910-1645
守破離 黒門日本橋店,大阪府大阪市中央区 日本橋1-19-4,06-6633-7778
おかる,大阪府大阪市中央区 千日前1-9-19,06-6211-0985
川福流手打うどん 川福 本店,大阪府大阪市中央区 東心斎橋1-14-17,06-6241-9125
うさみ亭マツバヤ,大阪府大阪市中央区 南船場3-8-1,06-6251-3339
蕎麦切り 晴,大阪府大阪市中央区 南新町2-4-14,06-6949-0841
山海あみ,大阪府大阪市中央区 東心斎橋2-5-6,06-6213-5250
道頓堀 たこ八 総本店,大阪府大阪市中央区 道頓堀1-5-10,06-6211-4684
洋食屋 ふじ家,大阪府大阪市中央区 鎗屋町2-2-1,06-6941-7283
RESTAURANT BAR Flyway,大阪府大阪市中央区 宗右衛門町1-15,06-6211-6213
ぎょうざ処だいきち,大阪府大阪市中央区 心斎橋筋2-7-11,06-7653-0748
おでんとお蕎麦 居酒屋 じんべえ,大阪府大阪市中央区 難波千日前1-8,06-6631-8010
炭火焼鳥一兆 東心斎橋店,大阪府大阪市中央区 東心斎橋2-3-20,06-6212-0312
香港華記茶餐廳 心斎橋支店,大阪府大阪市中央区 南船場2-11-9,06-6210-3227
たこ焼き酒場たこ太 御堂筋本町店,大阪府大阪市中央区 南本町4-2-17,06-6258-0678
麺とかき氷 ドギャン 谷町四丁目店,大阪府大阪市中央区 谷町4-9-11,06-6232-8800
炭火焼き鳥 鶏尽,大阪府大阪市中央区 難波千日前2-21,06-6556-9775
蕎麦切 いもせ,大阪府大阪市中央区 玉造2-9-2,06-6762-5147
中も津屋 北浜店,大阪府大阪市中央区 平野町2-3-13,06-6231-0286
土鍋麻婆浜やん,大阪府大阪市中央区 谷町5-6-1,06-6763-0336
谷町 炉端かこい,大阪府大阪市中央区 内淡路町1-3-7,06-6940-4211
VOUZO,大阪府大阪市中央区 上汐2-1-22,06-6764-1989
屋台風かすうどんかすまる 東心斎橋店,大阪府大阪市中央区 東心斎橋2-7-27,06-6212-0033
ラム肉家 muu,大阪府大阪市中央区 備後町1-1-9,06-6229-5529
島内小館,大阪府大阪市中央区 島之内2-4-24,06-4256-4318
バー コア,大阪府大阪市中央区 道頓堀1-8-5,06-6211-2228
kitchen bar ma‐ha,大阪府大阪市中央区 本町橋2-14,06-6809-1762
古民家Dining からほり製作所,大阪府大阪市中央区 谷町6-18-11,06-6777-1433
CAFE LEXCEL 御堂筋淀屋橋店,大阪府大阪市中央区 伏見町3-5-6,06-6201-0067
Animeal 心斎橋店,大阪府大阪市中央区 西心斎橋1-8-11,06-4708-6614
立呑み 最,大阪府大阪市中央区 難波千日前14-2,06-6631-3151
旬菜 番や,大阪府大阪市中央区 谷町7-1-39,06-6777-6232
焼肉 なんば いろりや 南海通店,大阪府大阪市中央区 難波3-1-16,06-6649-1047
焼肉 なんば いろりや 道頓堀店,大阪府大阪市中央区 道頓堀1-6-7,06-6212-2734
こいろり,大阪府大阪市中央区 難波千日前2-22,06-6647-7371
金沢炉端焼き居酒屋 本町 ぼんてん,大阪府大阪市中央区 本町1-2-1,06-7709-2603
うまいサケうまいアテ サツマヤ,大阪府大阪市中央区 久太郎町4-2-14,06-6243-0006
ITARIAN BAR BARACCA,大阪府大阪市中央区 難波千日前11-5,06-6636-8000
祢々,大阪府大阪市中央区 東心斎橋1-17-11,06-6253-1191
焼肉・ホルモン 光山,大阪府大阪市中央区 東心斎橋1-14-20,06-6245-3383
天ぷら 悦,大阪府大阪市中央区 東心斎橋1-7-22,06-6243-8283
屯‘舎 火鍋＆麻辣湯,大阪府大阪市中央区 東心斎橋1-8-3,06-6121-6921
トラットリア ピッツェリア アレグロ 難波店,大阪府大阪市中央区 千日前2-6-6,06-6630-7870
O SEIRYU,大阪府大阪市中央区 東心斎橋1-7-12,06-6243-0041
高津 楽洛亭,大阪府大阪市中央区 高津3-13-14,06-6641-7855
鮨 なかもと,大阪府大阪市中央区 難波千日前4-35,06-6575-9995
きりん屋,大阪府大阪市中央区 平野町3-2-2,06-6227-8859
Euca COUNTER,大阪府大阪市中央区 上町1-6-8,06-6777-1123
セゾン,大阪府大阪市中央区 心斎橋筋1-5-13,06-6281-0913
馬肉料理専門店 ホース,大阪府大阪市中央区 東心斎橋2-3-12,06-6212-2663
GB＆M,大阪府大阪市中央区 難波千日前3-6,06-6631-1800
ストロベリーマニア,大阪府大阪市中央区 心斎橋筋2-7-26,06-6226-7975
CAFE＆BAL akala,大阪府大阪市中央区 内淡路町2-3-17,06-6944-8669
ハワイアン食堂HALE,大阪府大阪市中央区 博労町1-8-12,06-7220-9599
PIC・NIKA 大阪エクセルホテル東急,大阪府大阪市中央区 久太郎町4-1-15,06-6252-2109
R Baker Inspired by court rosarian 大阪城公園店,大阪府大阪市中央区 大阪城3-9,06-6926-4950
横浜家系ラーメン 一蓮家 アメ村店,大阪府大阪市中央区 西心斎橋2-4-14,06-4963-3923
麻辣湯専門店 湯火功夫,大阪府大阪市中央区 東心斎橋2-6-19,06-6125-5283
あずまママのできたてキッチン,大阪府大阪市中央区 難波千日前3-18,06-6643-6208
美月,大阪府大阪市中央区 宗右衛門町2-26,06-6214-6001
にこみ㐂むら,大阪府大阪市中央区 谷町6-18-6,06-6767-2210
コートヤード・バイ・マリオット大阪本町 ステッチ,大阪府大阪市中央区 南本町2-3-7,06-6266-2750
卓球BAR PINPON 心斎橋,大阪府大阪市中央区 東心斎橋2-8-19,06-6210-3711
周記蘭州牛肉面 日本橋店,大阪府大阪市中央区 日本橋1-4-4,050-3591-1888
立ち飲み居酒屋 ドラム缶,大阪府大阪市中央区 内本町2-2-14,06-6910-1985
もんじゃ麦 なんば店,大阪府大阪市中央区 難波4-5-8,06-6585-7372
ワインショップ＆ダイナー FUJIMARU 東心斎橋店,大阪府大阪市中央区 東心斎橋1-4-18,06-6258-3515
アバッキオ,大阪府大阪市中央区 谷町6-11-34,06-7503-1015
鮨 はや田,大阪府大阪市中央区 伏見町2-6-4,06-4300-3123
Bistro MOUSQUETON,大阪府大阪市中央区 南船場1-2-2,06-6121-2377
炭火焼肉CoCoRo ヨーロッパ通り店,大阪府大阪市中央区 東心斎橋1-6-9,06-4708-3749
博多串焼き バッテンよかとぉ 裏難波道具屋筋店,大阪府大阪市中央区 難波千日前13-19,06-6556-9001
さかなのじんべえ,大阪府大阪市中央区 千日前2-6-6,06-6632-8220
Bar マスダ,大阪府大阪市中央区 心斎橋筋2-3-11,06-6211-0690
牛歩,大阪府大阪市中央区 博労町4-7-2,06-6281-3929
幸せ料理 きたはち,大阪府大阪市中央区 南久宝寺町2-6-10,06-6253-1424
モダン焼き 寿々,大阪府大阪市中央区 北久宝寺町4-2-3,06-4708-3910
すだちの花,大阪府大阪市中央区 上町1-23-1,06-6765-3123
酒房 しん,大阪府大阪市中央区 南新町2-3-13,06-6944-7774
スランジバー（Slainte Mhor）,大阪府大阪市中央区 難波1-3-15,06-6211-3938
中華料理 好屋麺,大阪府大阪市中央区 島之内1-2-3,06-6282-7208
Spice house カリーノアトリエ,大阪府大阪市中央区 難波1-5-8,06-7222-9839
喫茶・BAR 分福茶釜,大阪府大阪市中央区 上汐2-2-1,06-4303-4151
炭火焼 鳥清,大阪府大阪市中央区 東心斎橋1-9-13,06-6282-7777
フレンチ割烹 Maison Kizuku,大阪府大阪市中央区 博労町3-4-9,06-4708-4833
THE BUTCHER,大阪府大阪市中央区 難波千日前10-13,06-6641-1129
フルバリ,大阪府大阪市中央区 西心斎橋2-7-25,06-6212-7776
黒門すし酒場 花神総本店,大阪府大阪市中央区 日本橋1-21-1,06-6105-1894
炭火炙り焼 大阪名物串カツ てっぺい,大阪府大阪市中央区 難波千日前15-23,06-6630-8750
831LAB,大阪府大阪市中央区 瓦町2-5-5,06-6484-6831
フラン軒,大阪府大阪市中央区 北久宝寺町3-5-3,06-7650-0078
小麦と生きる道,大阪府大阪市中央区 南船場2-7-31,050-8881-0510
Oh．lala．．．（オーララ） W大阪,大阪府大阪市中央区 南船場4-1-3,06-6484-5812
とんかつ井戸枩,大阪府大阪市中央区 瓦町4-5-4,06-6204-6622
焼鳥 サイヒ,大阪府大阪市中央区 南船場4-10-22,06-6258-8166
a bar,大阪府大阪市中央区 日本橋2-9-19,06-7777-2166
創作バル 楽呑ラボ,大阪府大阪市中央区 難波千日前10-14,06-6536-8660
焼肉ライク 難波なんさん通り店,大阪府大阪市中央区 難波千日前6-8,06-6645-8929
Italiano ViaScialo,大阪府大阪市中央区 本町橋5-3,06-7712-8384
伏見町 栫山,大阪府大阪市中央区 伏見町2-4-12,06-6228-3007
ダルバート食堂 ムスタンタカリチューロ,大阪府大阪市中央区 谷町6-13-6,06-7708-1611
スタンドおがわ,大阪府大阪市中央区 千日前2-8-10,06-6630-6000
キタハ○,大阪府大阪市中央区 平野町1-7-1,06-6125-5556
富久佳 別館,大阪府大阪市中央区 千日前2-8-3,06-6633-5155
Fruits Friend,大阪府大阪市中央区 南久宝寺町3-3-14,06-6786-8217
株式会社Fio-holdings,大阪府大阪市中央区 難波千日前4-20,06-6633-0525
エスニックキッチン DUBSTA,大阪府大阪市中央区 瓦町3-6-13,050-1449-3439
タコタコキング 三休橋店,大阪府大阪市中央区東心斎橋1-13-23 イルストリートビル,06-6251-0084
松屋 森ノ宮店,大阪府大阪市中央区森ノ宮中央1-2-24,06-4790-6900
寿司・和食 がんこ なんば本店,大阪府大阪市中央区難波3丁目1-15,06-6644-6396
Le Caneton,大阪府大阪市中央区上本町西2-6-23,06-6761-1717
I・Ro・Ha dining,大阪府大阪市中央区東高麗橋1-7 1F,06-6942-0889
食堂カフェpotto×タニタカフェ もりのみやキューズモールBASE,大阪府大阪市中央区森ノ宮中央2-1-70,06-6946-2533
鶏屋國型製作所 谷町本店,大阪府大阪市中央区上本町西1-3-29,06-6762-5991
串かつ 五條家,大阪府大阪市中央区内平野町2-1-11 プリミオーレビル,06-6945-5045
焼肉 ぎゅうおう 心斎橋店,大阪府大阪市中央区宗右衛門町5-32 1F,06-6212-9015
広東料理 林泉,大阪府大阪市中央区東高麗橋3-4 1F,06-6937-2828
喜与鮓,大阪府大阪市中央区道頓堀1-東5-18,06-6214-1147
ビストロダイニングガーデン,大阪府大阪市中央区本町橋2-14 1F,06-4793-0606
かんてきや 瓦町店,大阪府大阪市中央区瓦町3-2-7 グリーンビル,06-6228-3666
A volonte,大阪府大阪市中央区上本町西5-2-16,06-6191-1133
やよい軒 JR森ノ宮店,大阪府大阪市中央区森ノ宮中央1-1-30,06-4790-8040
ポムズファーム クリスタ長堀店,大阪府大阪市中央区南船場4 長堀地下街,06-6253-7063
ぢどり亭 谷六店,大阪府大阪市中央区上本町西1-5-18,06-6765-0338
Sushi Making Experience Namba,大阪府大阪市中央区西心斎橋2-6-11 ライアンビル,047-774-0318
一蘭 なんば御堂筋店,大阪府大阪市中央区心斎橋筋2-4-2 グルカスシティビル,050-3733-4342
らーめんぎょうざ古潭京橋OBP店,大阪府大阪市中央区2-1-61 MIDタワー,06-6945-0007
旬彩工房 喜あじ 高麗橋店,大阪府大阪市中央区 高麗橋4-6-20,06-6229-1508
ケンゾーの家,大阪府大阪市中央区 農人橋1-4-6,06-6943-7730
膳や なんばウォーク東店,大阪府大阪市中央区 千日前1 なんばウォーク内,06-6213-7739
サロン喫茶 フレイムハウス,大阪府大阪市中央区 淡路町1-6-4,06-6226-0107
みふ,大阪府大阪市中央区 高麗橋2-3-12,06-6201-1562
スターバックスコーヒー なんば 御堂筋グランドビル店,大阪府大阪市中央区 難波2-2-3 7,06-6212-4550
居酒屋 お昼処 しみず,大阪府大阪市中央区 天満橋京町1-22,06-6945-9810
一山そば店,大阪府大阪市中央区 高麗橋3-1-1,06-6231-6059
うさぎや,大阪府大阪市中央区 大手通3-2-3,06-6947-7739
田舎そば,大阪府大阪市中央区 難波5 NAMBAなんなん,06-6644-0261
大名酒蔵,大阪府大阪市中央区 船場中央1-3-2,06-6271-3489
浪花そば,大阪府大阪市中央区 船場中央2-1-4,06-6261-5904
酒肴 鹿六,大阪府大阪市中央区 心斎橋筋2-2-2 105,06-6213-8510
とんかつ 大将,大阪府大阪市中央区 農人橋2-1-22,06-6943-0254
老舗 御寿司 末廣家,大阪府大阪市中央区 農人橋2-2-6,06-6941-5050
MOS BURGER 森ノ宮店,大阪府大阪市中央区 森ノ宮中央1-16-23,06-6966-0310
伽麗伊屋,大阪府大阪市中央区 谷町7-1-39 122,06-6763-3693
のみ処いっこもん,大阪府大阪市中央区 東高麗橋1-2,06-6943-7232
卵と私 なんばウォーク店,大阪府大阪市中央区 難波2虹の町1-11,06-4708-0075
ドトールコーヒーショップ 安土町店,大阪府大阪市中央区 安土町3-2-4,06-4964-2780
カフェ シュール,大阪府大阪市中央区 船場中央1-3-2,06-6262-1878
達八,大阪府大阪市中央区 難波4-3-16 107,06-6646-0130
たんや又兵衛,大阪府大阪市中央区 道頓堀1-東5-21,06-6212-5200
フレンドシップ,大阪府大阪市中央区 森ノ宮中央1-16-14,06-6949-2571
九州らーめん亀王 森ノ宮店,大阪府大阪市中央区 森ノ宮中央1-1-39,06-6942-2350
カフェレストランウイング,大阪府大阪市中央区 大手通1-2-10,06-6942-6410
バンディ,大阪府大阪市中央区 徳井町2-4-3 106,06-6945-4077
レイルーム,大阪府大阪市中央区 船場中央3-3-9,06-6251-5150
ろっく,大阪府大阪市中央区 淡路町1-3-5,06-6209-6623
Columbia8 堺筋本町店,大阪府大阪市中央区 南久宝寺町1-9-2 103,06-6121-6985
丸平,大阪府大阪市中央区 淡路町1-4-11,06-6231-7055
オアシス 森之宮店,大阪府大阪市中央区 森ノ宮中央1-16-17,06-6947-0703
ドトールコーヒーショップ 高麗橋4丁目店,大阪府大阪市中央区 高麗橋4-4-6,06-6231-8181
THE14thMOON,大阪府大阪市中央区 大手通1-1-10,06-6943-5892
菊壽堂義信,大阪府大阪市中央区 高麗橋2-3-1,06-6231-3814
おでんのうえだ,大阪府大阪市中央区 上本町西3-1-46,06-6761-8701
カシミール,大阪府大阪市中央区 東高麗橋6-2,06-6944-8178
エクチュア からほり「蔵」本店,大阪府大阪市中央区 谷町6-17-43 練,06-4304-8077
Public BAR ISLAY,大阪府大阪市中央区 東心斎橋1-8-14 203,06-6241-8881
珉龍 長堀店,大阪府大阪市中央区 南船場1-10-16 102,06-6267-7282
和鮮酒庵 やなぎ,大阪府大阪市中央区 農人橋2-1-3,06-6943-6272
カレー専門店 嘉哩庵,大阪府大阪市中央区 安土町2-4-5,06-6264-7020
麺点心酒家 ペギィスゥ,大阪府大阪市中央区 高麗橋1-2-3,06-6231-5950
匠,大阪府大阪市中央区 上本町西3-3-24,06-6762-4689
旬彩居酒屋 佐之家,大阪府大阪市中央区 安土町2-4-1,06-6260-7757
和笑亭,大阪府大阪市中央区 東心斎橋2-8-13 103,06-6211-8601
bar yamaneko,大阪府大阪市中央区 高麗橋1-6-1,06-6203-0919
ビストロカフェ オムレット,大阪府大阪市中央区 上本町西2-6-27,06-6761-0672
燗の美穂,大阪府大阪市中央区 安堂寺町2-2-14,06-7222-2510
らきせぶ,大阪府大阪市中央区 上本町西2-6-5,06-6767-2030
千蔵,大阪府大阪市中央区 安堂寺町2-3-15,06-6762-1611
mill pour,大阪府大阪市中央区 南船場3-6-1 105,06-6241-1339
