会社名,住所,電話番号
bar K家 別館,京都府京都市中京区 麩屋町通三条上ル下白山町297,075-255-5244
居酒屋まるや,京都府京都市中京区 三条河原町下る SuperジャンカラビルB1,075-211-0819
タリーズコーヒー 京都寺町通り店,京都府京都市中京区 寺町通三条下る桜之町425-2,075-253-6116
京酒房 藤かわ,京都府京都市中京区 木屋町通二条下る上樵木町491-4,075-255-1262
so‐b,京都府京都市中京区 木屋町通御池上る上樵木町501-6,075-212-9218
なかの,京都府京都市中京区 竹屋町通烏丸東入清水町386-1,075-256-4139
棲家 富小路,京都府京都市中京区 富小路上ル西大文字町615 メディナ富小路2F,075-231-0605
美龍,京都府京都市中京区 西ノ京北壺井町88-1 二条プラザ1F,075-841-4765
沖縄リゾートダイニング PEPPER,京都府京都市中京区 西木屋町四条上ル紙屋町364 マツヤビル3F,075-212-3188
ごはんとカフェとお酒 日常茶飯,京都府京都市中京区 桝屋町55 三条高倉白鳥ビル3F,075-213-3655
コメダ珈琲店 河原町三条店,京都府京都市中京区 中島町84-2 立美家ビル2F,075-746-5700
Cave de K,京都府京都市中京区 木屋町2条東入ル ヴァルズビル1F,075-231-1995
IZUTSU CAFE,京都府京都市中京区 東大文字町310 京極一番街2F,075-255-2121
炭焼酒場 わたる,京都府京都市中京区 西ノ京三条坊町2-2 サンハイツ西ノ京1F,075-801-2888
京都焼肉 肉もん 四条大宮店,京都府京都市中京区 錦大宮町130 メゾンドール四条大宮1F,075-802-2296
大豊ラーメン 木屋町店,京都府京都市中京区 木屋町通四条上る下樵木町191-11,075-251-6784
酒ダイニング 酒破離,京都府京都市中京区 式阿弥町139 ジョイ御池B1,075-255-9030
Libre’s,京都府京都市中京区 山崎町258-19 珠光ビル木屋町1F,075-746-4443
日本一学生を応援する居酒屋 ここでのめ！,京都府京都市中京区 下樵木町202-1 東木屋町ビル4F,075-254-8110
melpo,京都府京都市中京区 壬生坊城町1-10 宮崎ビル2F,075-841-8633
cafe and bar Off Time,京都府京都市中京区 西ノ京西鹿垣町16 ビバ紙屋川1F,075-801-8108
BAR PACHANGA,京都府京都市中京区 北車屋町271 第一観光ビル7F,075-255-3560
喫茶悠美,京都府京都市中京区 三条通大宮西入ル上瓦町66-3,075-432-7430
京都 柳馬場 ほん田亭,京都府京都市中京区 柳八幡町75-6 LS京都ビル1F,075-229-6106
bar moon walk 六角通り店,京都府京都市中京区 山崎町258-20 ニュー日高ビル2F,075-212-8600
し乃,京都府京都市中京区 木屋町通四条上ル2下樵木町203-8,075-221-2240
一華,京都府京都市中京区 油小路二条下ル二条油小路町264-1,075-754-8827
大極殿本舗 六角店,京都府京都市中京区 六角通高倉東入ル南側堀之上町120,075-221-3311
黒豆茶庵 北尾 錦店,京都府京都市中京区 錦小路通麩屋町西入東魚屋町192,075-212-0088
BURST つんくbar,京都府京都市中京区 材木町188-3 光ビル2F,075-223-1755
和酒 美ずき,京都府京都市中京区 榎木町91-2 二条スカイビル1F奥,075-241-4007
河道屋銀華 木屋町店,京都府京都市中京区 木屋町通り三条下がる下樵木町192-3,075-231-7523
活屋ん,京都府京都市中京区 西ノ京西円町27-2 竹中ビル 1F,075-464-8247
こいのぼり,京都府京都市中京区 西ノ京三条坊町2-2 サンハイツ西ノ京1F,075-822-2505
益や,京都府京都市中京区 蛸薬師通烏丸東入ル一蓮社町298-2,075-708-7747
洋食彩酒 アンプリュス,京都府京都市中京区 壬生賀陽御所町64-18 マキシム3 1F,075-468-1987
NAKATSUKA,京都府京都市中京区 木之下町299 Coto Glance姉小路通 1F,075-223-0015
Bar A I,京都府京都市中京区 下丸屋町401-10 田中ビル3F,075-213-0852
パティスリーカフェシェミエル,京都府京都市中京区 横鍛冶町100 石田大成社ビル 2F,075-221-3522
からふね屋珈琲 三条本店,京都府京都市中京区 河原町通三条下ル大黒町39,075-254-8774
IMAYA HOSTEL KYOTO ＋COFFEE,京都府京都市中京区 釜座通御池上ル下松屋町726-4,075-205-5281
タクミヤ,京都府京都市中京区 押小路通東洞院西入船屋町400-1,075-744-1675
円町スタンド ココカラ,京都府京都市中京区 西ノ京円町22-5 新新ビル1F,075-285-2662
Onyva（オニヴァ）,京都府京都市中京区 丸太町通衣棚東入ル玉植町223-2,075-777-0757
bar Bremen,京都府京都市中京区 材木町188-3 光ビルB1,075-213-2339
THE GOOD DAY VELO,京都府京都市中京区 堺町通姉小路下る大阪材木町685-1,075-606-5345
ごはんや嬉々,京都府京都市中京区 西大文字町605 松風第2ビルB1,075-211-7234
アインソフ ジャーニー KYOTO,京都府京都市中京区 新京極通四条上ル中之町538-6,075-251-1876
マエダコーヒー 御池店,京都府京都市中京区 長浜町159 イーグルコート烏丸御池1F,075-252-1515
Bistrot Ramage,京都府京都市中京区 瓦町555-1 西村良ビル 1F,075-255-1072
TRIBUTE COFFEE,京都府京都市中京区 恵比須町435-2 土方ビル3F,075-223-6565
PIOPIKO,京都府京都市中京区 車屋町245-2 エースホテル京都2F,075-229-9007
鉄板ステーキ cocott-α 河原町本店,京都府京都市中京区 木屋町通三条下る材木町175,075-252-2122
京料理 乃ぶお,京都府京都市中京区 岩上通御池下る上巴町428-1,075-801-8788
呑んで唄い家 なかの待ち,京都府京都市中京区 木屋町三条下ル材木町187-2,075-251-1015
四季の味 京都 浜町,京都府京都市中京区 河原町通三条上ル恵比須町448-2,075-257-4949
カフェ ド クリエ 京都四条,京都府京都市中京区 新京極通四条上ル中之町551 2F,075-213-7880
moon walk 三条木屋町店,京都府京都市中京区 三条木屋町下ル石屋町115 辻田ビル2F,075-255-7750
京町家個室 六白屋,京都府京都市中京区室町新町の間四条上ル観音堂町452-1,075-211-2914
もつ鍋 先斗町 亀八,京都府京都市中京区木屋町通り三条下ル材木町185-3,075-213-0729
とりくら,京都府京都市中京区錦小路烏丸東入ル元法然寺町685 ウィステリアビル1F,075-213-5859
なごみ家,京都府京都市中京区坊城通蛸薬師東入ル壬生馬場町21-7,075-812-4155
雪月花 ＳＡＬＯＮ,京都府京都市中京区三条通富小路角 ＳＡＣＲＡ ＢＬＤ．1F,075-231-0070
モリタ屋 四条猪熊本店,京都府京都市中京区猪熊通四条上る錦猪熊町521-2F,075-842-0298
先斗町 京四季庵,京都府京都市中京区先斗町四条上ル鍋屋町227 紫光會館B1,075-255-4583
京懐石 美濃吉 烏丸四条店,京都府京都市中京区烏丸通錦小路上ル手洗水町670 フクトクビルB1,075-255-0621
出逢ひ茶屋 おせん,京都府京都市中京区木屋町通蛸薬師西入ル備前島町307-1,075-231-1313
先斗町 ふじ田,京都府京都市中京区先斗町三条下ル先斗町歌舞練場前,075-255-0500
ａｇｌｉｏ,京都府京都市中京区四条木屋町上ル下樵木町 東木屋町ビル5F,075-211-5539
Ace cafe,京都府京都市中京区木屋町三条上ル上大阪町521 エンパイヤビル10F,075-241-0009
先斗町 かっぱ寿司,京都府京都市中京区先斗町四条上ル松本町160 栞ビル1F,075-213-4777
Cucina Italiana 東洞,京都府京都市中京区東洞院通竹屋町下ル三本木町5-496-3,075-212-5207
ぎょうざ処 亮昌 新風館,京都府京都市中京区烏丸通姉小路下ル場之町586-2 新風館,075-746-6820
先斗町 花心亭 みのこう,京都府京都市中京区先斗町通三条下ル材木町188-8,075-211-3836
サイゼリヤ 京都河原町通店,京都府京都市中京区河原町通蛸薬師上ル奈良屋町295 2F,075-253-0731
boogaloo cafe 寺町店,京都府京都市中京区寺町通六角下ル中筋町488 オオヤマビル2F,075-213-1610
sumiyaki 燈,京都府京都市中京区寺町通丸太町下ル行願寺門前町2-1,075-255-1390
御肉処 銀閣寺大にし,京都府京都市中京区寺町通り二条下ル榎木町98-8,075-213-0024
サンマルクカフェ 京都河原町三条店,京都府京都市中京区河原町通三条下る二丁目山崎町237-6,075-253-0309
二條 葵月,京都府京都市中京区二条通柳馬場東入ル晴明町659 1F,075-708-2202
188品 中華 居酒屋 京都四条大宮 食べ飲み放題 宴会  錦庄,京都府京都市中京区錦大宮町130-4 四条大宮ユーリプラザ2F,075-813-0880
夜咄 にのまる,京都府京都市中京区西ノ京小堀町1-13 ラスパルマス二条1F,075-802-4488
天ぷら 天寅 京都新風館店,京都府京都市中京区烏丸通姉小路下ル場之町586-2 新風館,075-754-8750
鉄板 ビストロ マクロ,京都府京都市中京区堺町通三条下ル道祐町135-1-2,075-231-4717
ごはんや 一芯 京都,京都府京都市中京区大黒町90 ドルチェヴィータ京都六角B1F,075-606-5422
キックオフ,京都府京都市中京区西ノ京小堀池町8-1 西小路トップハイツ1F,090-6884-2773
シーシャ カフェ＆バー C．STAND（シースタンド）京都河原町店,京都府京都市中京区河原町蛸薬師下ル塩屋町324 古城ビル5F,075-746-3602
祇園茶屋たばねのし新京極店,京都府京都市中京区新京極通三条下ル桜之町418-3,080-4403-2873
研覃 ほりべ,京都府京都市中京区錦小路通り室町西入ル天神山町273,075-746-3111
割烹 市川,京都府京都市中京区間之町通二条上ル夷町572 1F,075-223-3232
珈琲蔦家,京都府京都市中京区 東洞院通六角下ル御射山町260 ロイヤルプラザビル1-A,075-255-5727
蜂巣,京都府京都市中京区 油小路通二条下る二条油小路町289-2,075-213-1170
味ごころ談,京都府京都市中京区 壬生坊城町13-3 木村四条ビル1F,075-821-2010
草庵,京都府京都市中京区 麩屋町通二条下る尾張町210-4,075-211-4885
喜の屋,京都府京都市中京区 新京極通四条上る東入中之町577,075-221-5005
しし翁,京都府京都市中京区 小川通二条下ル古城町367-14,075-252-0202
大黒鮨,京都府京都市中京区 新京極通三条下る桜之町397-4,075-221-1886
おうちごはんここら屋 先斗町店,京都府京都市中京区 四条先斗町上ル鍋屋町209-12 家屋番号51,075-241-3933
ルック,京都府京都市中京区 猪熊通御池下る三坊猪熊町北組368,075-811-0855
信州そば処 そじ坊 京都ゼスト御池店,京都府京都市中京区 下本能寺前町492-1 ゼスト御池地下街B1,075-253-3149
風屋杉原,京都府京都市中京区 室町通六角下る鯉山町514 アトラクタービル1F,075-211-6807
とみ寿司 四条店,京都府京都市中京区 新京極通4条上る中之町578-5,075-231-3628
アバンギルド,京都府京都市中京区 木屋町3条下ル ニュー京都ビル3F,075-212-1125
アトリエとも,京都府京都市中京区 蛸薬師通烏丸東入る一蓮社町306 サンプランタンビル1F,075-211-2482
岩茶房 京都,京都府京都市中京区 蛸薬師通東洞院東入ル泉正寺町318 シャイン蛸薬師,075-211-3983
Caamm Bar,京都府京都市中京区 木屋町通り三条上る東側 ユリカビル2F,075-212-2202
SPICE DINING biji,京都府京都市中京区 高倉蛸薬師雁金町368-1 やませビル1F,075-212-6538
博多長浜ラーメン みよし,京都府京都市中京区 木屋町通三条下石屋町115 辻田ビル,075-211-8814
ペコラ,京都府京都市中京区 柳馬場姉小路東入ル柳八幡町80-3 1F,075-746-3056
辛獅子 本店,京都府京都市中京区 西ノ京西月光町27-5 ライオンズ御前三条 1F,075-821-8008
ろぐ 三条室町店 ひのき,京都府京都市中京区 三条通室町西入衣棚町61 サンムロビル1F,075-251-1808
おうちごはん ここら屋 木屋町三条店,京都府京都市中京区 河原町東入中島町96 三条木屋町ビル1・2F,075-241-0359
タイカレーラーメン シャム,京都府京都市中京区 壬生花井町23-4 四条壬生ビル1F,075-823-6118
ヨロズ食堂,京都府京都市中京区 三条通千本東入ル壬生馬場町11-11,075-468-1125
イタリアンバルTreotto,京都府京都市中京区 錦大宮町130 メゾンドール四条大宮アミービル 2F,075-823-7667
Benasuka,京都府京都市中京区 北車屋町272-1 第2観光ビル6F,075-212-6524
モスバーガー烏丸御池店,京都府京都市中京区 津軽町767 イーグルコート烏丸御池ル・シエル1F,075-253-1412
AKKUN’S,京都府京都市中京区 手洗水町646-2 烏丸第3スタービルB1,075-252-0510
KASUMI izakaya＋restaurant,京都府京都市中京区 新京極通り蛸薬師下ル東側町508 2F,075-231-2922
和食房 つるや勇寿,京都府京都市中京区 大文字町41-1 ハイツクリオネ1F,075-708-5672
コフレダミティエ,京都府京都市中京区 東洞院通三条下ル三文字町 ミックナカムラビル1F,075-212-5203
CLUB DESERT,京都府京都市中京区 木屋町通四条上ル下樵木町200-2 2F,075-221-8496
カフェ りょーい,京都府京都市中京区 一之船入町537-4 ヤサカ河原町ビル1F奥,075-211-5110
焼屋 安東,京都府京都市中京区 河原町通三条下ル大黒町71-23,075-708-5449
嘉茂弥,京都府京都市中京区 松屋町59 シャルムーズ二条高倉 1F-A,075-366-4200
京都 スタア バー,京都府京都市中京区 木屋町通三条下る材木町185-5,075-221-0004
あおい,京都府京都市中京区 材木町181-2 ニュー京都ビル1F,075-252-5649
すしざんまい 京都河原町店,京都府京都市中京区 奈良屋町291 河原町DECK By COAST 1F,075-253-6916
焼肉 ホルモン 安東,京都府京都市中京区 大黒町40-1 六曜社2F,075-255-0829
カフェ セバーグ,京都府京都市中京区 西ノ京池ノ内町20-12 Roots神泉苑 1F,075-354-6546
舞扉がっつり,京都府京都市中京区 木屋町四条上る紙屋町365 錦会館 1F,075-252-7005
鮨 水暉,京都府京都市中京区 鴨川二条大橋畔 ザ・リッツ・カールトン京都B1,075-746-5522
イタリア料理 ラ・ロカンダ,京都府京都市中京区 鴨川二条大橋畔 ザ・リッツ・カールトン京都1F,075-746-5522
天麩羅 水暉,京都府京都市中京区 鴨川二条大橋畔 ザ・リッツ・カールトン京都B1,075-746-5522
秋吉 河原町店,京都府京都市中京区 山崎町258-22 SKI河原町六角ビル1F,075-213-3394
和カフェ 季の音,京都府京都市中京区 米屋町384 河原町くらもとビル4F,075-213-2288
Singular 眞蔵,京都府京都市中京区 市之町180-1 ギャリア・二条城 京都 1F,075-821-6504
タイ料理 チャンノイ 花遊小路店,京都府京都市中京区 新京極通四条上る中之町565-29,075-756-6116
タナカコーヒ 河原町店,京都府京都市中京区 河原町通三条下る2丁目東入北車屋町267,075-223-0524
Ken蔵,京都府京都市中京区 衣棚押小路下ル下妙覚寺町192-1 オクトピア御池1F,075-255-4718
餃子と小籠包 風枝,京都府京都市中京区蛸薬師通室町西入ル姥柳町189 エチカビル1F,075-213-0250
和食 宗（SOU）,京都府京都市中京区西洞院通錦小路下蟷螂山町460 サンハイツ入江1F,075-256-0701
こなな 四条店,京都府京都市中京区東洞院通錦小路下ル阪東屋町655 TKビル 1F,075-746-3581
vicolo,京都府京都市中京区油小路四条上ル藤本町562 グランドールゼニカ1-A 1F,075-256-5151
サイゼリヤ 四条寺町店,京都府京都市中京区寺町通四条上ル中之町559 菊水ビル2F,075-213-1413
いも松 木屋町店,京都府京都市中京区木屋町三条下ル 第六観光ビルB1,075-213-2590
鯛之鯛 烏丸店,京都府京都市中京区一蓮社町蛸薬師通烏丸東入ル300 パームビル1F,075-241-0777
DIVINA ディビーナ 京都,京都府京都市中京区木屋町三条上ル上大阪町521 京都エンパイヤビル3F,075-213-5060
Trattoria SALTINBANCO,京都府京都市中京区押小路通両替町西入ル金吹町460 ベルメゾン1F,075-213-5046
KYOTO SAKE GARDEN,京都府京都市中京区三条上ル恵比須町441-1 ル・シゼームビルB1,075-254-7678
木山,京都府京都市中京区堺町通夷川上ル絹屋町136 ヴェルドール御所1F,075-256-4460
カラオケ＆バー中川酒店,京都府京都市中京区西木屋町通蛸薬師上ル南車屋町288 京都ロイヤルビル1F,075-606-5523
LA ESQUINA,京都府京都市中京区堀川二条東入矢幡町300-7 瞳ビル1F,075-708-8809
シェイクシャック 京都四条烏丸店,京都府京都市中京区東洞院通蛸薬師下ル元竹田町643 BINO東洞院1F,075-741-8681
和牛 すき焼き 京都五天五 烏丸店,京都府京都市中京区高倉西入ル西魚屋町605 STビルB1,075-212-0500
BAR 帆 ‐ハン‐,京都府京都市中京区河原町通二条下ル一之船入町537-7 2F,080-3792-3760
僧伽小野 京都新町別邸,京都府京都市中京区六角町361 三井ガーデンホテル京都新町別邸1F,075-255-5033
完全個室＆黒毛和牛焼肉 善 京都四条河原町店,京都府京都市中京区河原町通四条下ル塩屋町324 古城ビル6F,075-221-0333
コンクリートバー,京都府京都市中京区 木屋町六角東側材木町184 都会館1F,075-212-7970
フィオリスカ,京都府京都市中京区高倉二条下ル瓦町545 アビリティ高倉1F,075-212-9270
酒菜米べゑ,京都府京都市中京区東洞院四条上ル阪東屋町664-25 西ビル1F,075-286-3889
Y’s BURGER,京都府京都市中京区新京極通四条上ル東入ル中之町565-7,075-254-8810
京料理 藤本,京都府京都市中京区新町通御池下ル神明町72 エリタージュ新町1F,075-211-9105
れすとらん 西島,京都府京都市中京区 二条通河原町東入樋之口町463 西村ビル1F,075-211-8864
アショカ 京都店,京都府京都市中京区 寺町通四条上ル中之町559 菊水ビル3F,075-241-1318
VOODOO,京都府京都市中京区 河原町六角東入る山崎町236-3 六角ミュージアムB1,075-256-5085
京つけめん つるかめ本店,京都府京都市中京区 寺町通四条上ル中之町559 菊水ビル1F,075-211-3213
カフェ＆バー ザ・ライブラリー,京都府京都市中京区 烏丸通三条下ル饅頭屋町604 ホテルモントレ京都1F,075-212-3911
あかやしろ 焔,京都府京都市中京区 壬生仙念町14-1 玄風館ビル1F,075-821-6601
アイリッシュパブ GNOME,京都府京都市中京区 河原町二条下ル一之船入町375 SSSビルB1,075-212-2101
卯今,京都府京都市中京区 姉小路通西堀川西入樽屋町474 テソロナガノ1F,075-777-8134
なか政,京都府京都市中京区 壬生坊城町48-3 壬生坊城第2 1F,075-841-0330
百練,京都府京都市中京区 裏寺町通四条上ル中之町572 しのぶ会館2F,075-213-2723
ノスタルジア,京都府京都市中京区 河原町三条上ル下丸屋町406 グリントランドビルB1,075-212-0476
LiLAS・CLOAK,京都府京都市中京区 高瀬川筋4条上ル紙屋町363 オーシャンビル5F,075-211-3668
サラサ3,京都府京都市中京区 三条通り猪熊西入御供町309 アスピール三条102,075-811-0221
BAR Refrain,京都府京都市中京区 御幸町通蛸薬師下ル船屋町391 山岡ビル2F,075-254-7308
Trattoria Casa Verde,京都府京都市中京区 二条通り室町東入ル東玉屋町492 小西ビル1F,075-252-1125
棲家 本店,京都府京都市中京区 四条河原町北二筋目東入ル紙屋町370-1-14,075-212-2102
炭楽屋 とりうめ,京都府京都市中京区 先斗町三条下ル橋下町135 先斗町ビル1F,075-212-5501
BAR 凛ト,京都府京都市中京区 先斗町通四条上ル柏屋町173-2 ニュータカラビルB1,075-255-7556
先斗町薬膳カレー,京都府京都市中京区 下樵木町203-5 sakizo立誠校前ビル1F,075-222-2279
焼肉ホルモン あんじゅ,京都府京都市中京区 錦小路通高倉西入西魚屋町610 タイト錦小路2F,075-251-2929
大詔閣 三条店,京都府京都市中京区 河原町通三条下ル2丁目山崎町258-20,075-212-8929
欧風厨房スリール,京都府京都市中京区 東洞院二条下ル瓦之町373 メイゾン東洞院1F,075-256-8266
Noku Cafe,京都府京都市中京区 烏丸丸太町下ル大倉町205-1 NOKUKYOTO内1F,075-256-1223
ショコラ ベルアメール 京都別邸 三条店,京都府京都市中京区 三条通堺町東入ル北側桝屋町66 2F,075-221-7025
日本料理 さかい,京都府京都市中京区 御幸町通丸太町下ル毘沙門町553 御幸町ビル102,075-231-6901
BAR ZAZAVIE,京都府京都市中京区 壬生坊城町53-6 壬生坊城ビル1F,075-813-7007
京串揚げ どうぞっ！,京都府京都市中京区 蛸薬師通烏丸西入橋弁慶町216 ハイツM1F,075-741-7770
Vegginy,京都府京都市中京区 押小路通御幸町西入ル橘町611 バインオークトゥエルブ地下南側,075-746-4222
ダンス＆カフェ・BAR Seahorse,京都府京都市中京区 河原町三条上る下丸屋町406 グリントランドビル6F,075-211-0615
Le Bouchon,京都府京都市中京区 寺町通り二条榎木町71-1 グランデヴェラ1F,075-211-5220
串揚げ・酒菜 桃屋 四条烏丸,京都府京都市中京区 錦小路通高倉西入ル西魚屋町596 グラマラスフード1F,075-212-5725
スタンド酒場 ステム,京都府京都市下京区郭巨山町30,075-223-8733
ビュッフェ ラジョウ （京都センチュリーホテル）,京都府京都市下京区東塩小路町 680,075-351-0085
わがまま屋 京都 五条室町,京都府京都市下京区坂東屋町284,075-606-5319
鴨料理 鴨ぱと 京都駅,京都府京都市下京区東塩小路町933,075-320-5963
京料理 加茂川,京都府京都市下京区東前町406,075-744-1223
ぎょうざ処 亮昌（すけまさ）高辻 本店,京都府京都市下京区堀之内町263,075-201-6175
コモンダイニング,京都府京都市下京区玉津島町294,075-353-5557
ポムの樹 京都ヨドバシ店,京都府京都市下京区東塩小路町796,075-744-6366
Restaurant の輪,京都府京都市下京区若宮町542,050-3612-8314
どうとんぼり神座 京都ポルタ店,京都府京都市下京区東塩小路町902,075-708-5957
焼肉 弘商店 京都駅西,京都府京都市下京区東塩小路町607,075-353-1129
天下鳥 四条新町店,京都府京都市下京区郭巨山町21,075-257-3990
串かつだるま 京都ポルタ店,京都府京都市下京区東塩小路町902,075-354-5021
cafe＆bar oku,京都府京都市下京区西洞院町455,075-744-0144
酒処 たぬき,京都府京都市下京区東境町180,090-8165-4065
Cafe＆Bal Cercle,京都府京都市下京区福本町407,075-888-0445
梅小路カフェ BOSSCHE,京都府京都市下京区上中之町10,075-371-2929
ベジョータ ムチョ 室町仏光寺,京都府京都市下京区糸屋町228,075-351-5826
京ごちそう いしまる,京都府京都市下京区大黒町221,075-343-0140
BLEECKER,京都府京都市下京区東前町405,075-754-8575
神戸牛鉄板焼き 火鉢 京都駅前店,京都府京都市下京区東塩小路町738,075-341-6515
わたなべ,京都府京都市下京区 二人司町6,075-361-1561
ニューエビスノ,京都府京都市下京区 夷之町720,075-351-6636
かき谷,京都府京都市下京区 官社殿町201,075-351-3402
マンナム,京都府京都市下京区 東境町180,075-351-2217
山乃家,京都府京都市下京区 足袋屋町330,075-351-7498
スパイシー マサラ,京都府京都市下京区 東塩小路町657,075-352-6555
むつの家,京都府京都市下京区 天王町146,075-361-0966
塩小路カフェ,京都府京都市下京区 東塩小路町901,075-343-0629
あいばカレー食堂,京都府京都市下京区 恵美須之町534,075-352-7101
アオキ,京都府京都市下京区 柿本町588,075-841-8139
ぎょぎょ丸,京都府京都市下京区 柿本町573,075-842-1719
グリル喫茶 ビアレストラン サンビーム,京都府京都市下京区 大工町98,075-371-3088
栄家,京都府京都市下京区 和泉屋町170,075-351-6168
amore,京都府京都市下京区 和泉屋町161,075-708-7791
若松家酒店,京都府京都市下京区 西境町166,075-371-0095
相生餅食堂,京都府京都市下京区 仏具屋町222,075-371-6688
トマトさん,京都府京都市下京区 二人司町2,075-351-4341
中華料理 清華園,京都府京都市下京区 川端町11,075-351-8391
珈琲の店 雲仙,京都府京都市下京区 綾西洞院町724,075-351-5479
喫茶喜多西,京都府京都市下京区 新釜座町736,075-343-0887
The Terminal KYOTO,京都府京都市下京区 岩戸山町424,075-344-2544
つるやこなな,京都府京都市下京区 艮町892,075-351-7556
チカキッサ タブコ,京都府京都市下京区 泉正寺町463,075-755-6282
コーヒーテンイシハラ,京都府京都市中京区 天神前町341,075-351-3956
フルーツパーラーヤオイソ,京都府京都市下京区 立中町496,075-841-0353
ニューみよし,京都府京都市下京区 夷之町720,075-361-7070
牛カツ専門店 京都勝牛 京都駅前店,京都府京都市下京区 真苧屋町211,075-365-4188
ONZE,京都府京都市下京区 斎藤町125,075-351-0733
鳥井商店,京都府京都市下京区 郷之町11,075-371-1209
とむて,京都府京都市下京区 小柳町505,075-341-7433
御多福珈琲,京都府京都市下京区 貞安前之町609,075-256-6788
鉄板焼 葵,京都府京都市下京区 松明町1,075-361-9225
Antibes,京都府京都市下京区 桝屋町460,075-361-6868
鉄板とお酒 宗や,京都府京都市下京区 石不動之町700,075-204-5276
ワカラズヤ,京都府京都市下京区 若宮町473,075-371-0836
ごんじろ,京都府京都市下京区 塩屋町68,075-205-4648
ちゃんぽん亭総本家 四条烏丸店,京都府京都市下京区 薬師前町715,075-353-6228
Kurasu Kyoto,京都府京都市下京区 東油小路町552,075-744-0804
ディアンドデパートメント 京都店,京都府京都市下京区 新開町397,075-343-3215
大傳梅梅 京都,京都府京都市下京区 美濃屋町173,075-353-9021
カメちゃん,京都府京都市下京区 小稲荷町61,075-352-7712
reynard,京都府京都市下京区 下鱗形町535,075-361-6955
あかやしろ 本店,京都府京都市下京区西七条赤社町47,075-314-3343
京都 瓢斗 京都駅前本店,京都府京都市下京区東塩小路町607-12,075-342-2338
無添くら寿司 西大路七条店,京都府京都市下京区西七条南衣田町96,075-323-5708
りょうりや 御旅屋,京都府京都市下京区天満町456-2,075-343-1513
りょうりや 季,京都府京都市下京区市之町260-1,075-353-3805
いろり焼 晩喰場,京都府京都市下京区東塩小路町598-4,075-275-0599
御料理 いはら田,京都府京都市下京区西七条比輪田町26,075-314-8899
THE TASTE,京都府京都市下京区五条烏丸町409,075-353-5877
いと,京都府京都市下京区中居町112-1,075-371-2238
メゾン ド ヴァン 鶉亭,京都府京都市下京区斎藤町140-16,075-351-4005
京都 炭火串焼 つじや 梅小路北店,京都府京都市下京区朱雀北ノ口町51,075-354-5000
鶏出汁餃子と焼鳥つじや 七条店,京都府京都市下京区福本町404-1,075-708-3314
和食 たてや,京都府京都市下京区天神前町336-2,075-361-1888
焼肉 弘商店 四条高倉,京都府京都市下京区高材木町224-2,075-371-4129
酒・肴 タナゴコロ,京都府京都市下京区万寿寺中之町94,075-351-3999
カフェおこぼ,京都府京都市下京区平野町764-16,070-8442-4682
立ちのみいなせや 京都駅前店,京都府京都市下京区真苧屋町220-8,075-371-8878
ビアンカのリボン,京都府京都市下京区西七条北東野町27,075-204-1458
サンクヌフ,京都府京都市下京区西橋詰町798-1,075-744-1079
路地いのうえ,京都府京都市下京区八幡町534-1,080-6034-3107
FLYING HORSE,京都府京都市下京区上之町429-1,075-708-8127
ベジョータ コンチャ 四条富小路,京都府京都市下京区徳正寺町41-8,075-351-5829
舞坂 本店,京都府京都市下京区朱雀北ノ口町2,0120-088-011
鰻の成瀬 京都烏丸東店,京都府京都市下京区本燈籠町13-1,075-744-0569
菜ノ菜,京都府京都市下京区中之町566-2,075-351-5995
京町スタンド 若旦那,京都府京都市下京区綾材木町188-2,075-353-1888
ワイン＆ハイボール つちや,京都府京都市下京区上柳町220-5,075-708-7436
伊勢屋,京都府京都市下京区 朱雀宝蔵町52,075-311-0834
なか栄,京都府京都市下京区 西七条赤社町32,075-312-3181
蔵倉,京都府京都市下京区 飴屋町244,075-351-0347
奈味,京都府京都市下京区 西七条西久保町27,075-313-6577
招楽,京都府京都市下京区 綾西洞院町758-2,075-351-8123
市松屋,京都府京都市下京区 中堂寺庄ノ内町39,075-311-1527
芙蓉園,京都府京都市下京区 市之町240-1,075-351-2249
楽庵,京都府京都市下京区 神明町241-1,075-352-5252
喜幸,京都府京都市下京区 船頭町202,075-351-7856
七栄鮨 七条店,京都府京都市下京区 西七条北東野町27,075-312-9208
志成園,京都府京都市下京区 西七条赤社町32,075-314-3244
モスバーガー 四条河原町店,京都府京都市下京区 御旅町29-2,075-255-3275
やきとり一番 五条大宮店,京都府京都市下京区 柿本町594-41,075-365-0245
やきとり 好きやねん,京都府京都市下京区 中居町114-5,075-352-6454
ラーメン百万石,京都府京都市下京区 中堂寺南町123,075-312-8667
円亭,京都府京都市下京区 西新屋敷中堂寺町70,075-361-6767
春日井,京都府京都市下京区 下五条町435-3,075-812-5237
常木屋,京都府京都市下京区 神明町243-1,075-351-8769
喫茶ななよん,京都府京都市下京区 西七条南月読町74,075-315-7411
Bar Rocking chair,京都府京都市下京区 橘町434-2,075-496-8679
新福菜館本店,京都府京都市下京区 東塩小路向畑町569,075-371-7648
スシロー 五条七本松店,京都府京都市下京区 中堂寺南町102,075-326-3861
○屋,京都府京都市下京区 大黒町266-2,075-352-9279
喫茶ナス,京都府京都市下京区 朱雀裏畑町32,075-313-8470
本家 第一旭 本店,京都府京都市下京区 東塩小路向畑町845,075-351-6321
居酒屋ニューシンマチ,京都府京都市下京区 四条町344-4,075-222-0035
